player_name,player_id,game_date,team,opponent,home_or_road,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fgm,fga,fg_pct,three_pm,three_pa,fg3_pct,ftm,fta,ft_pct,age,position,role,opponent_def_rank_vs_position,plus_minus,wl
Cam Whitmore,1641715,2024-01-03,HOU,BKN,HOME,17,11,2,1,2,0,1,4,7,0.571,3,5,0.6,0,0,nan,19,F,Rotation,10,-6,W
Paul George,202331,2024-01-03,LAC,PHX,ROAD,37,33,7,3,2,0,1,8,14,0.571,5,10,0.5,12,14,0.857,33,F,Starter,2,12,W
LeBron James,2544,2024-01-03,LAL,MIA,HOME,38,12,6,9,0,0,2,6,18,0.333,0,6,0.0,0,0,nan,39,F,Starter,12,-20,L
Christian Wood,1626174,2024-01-03,LAL,MIA,HOME,24,13,8,3,0,1,2,5,10,0.5,0,2,0.0,3,3,1.0,28,F,Starter,12,1,L
Jaxson Hayes,1629637,2024-01-03,LAL,MIA,HOME,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,23,C-F,Bench,2,0,L
Austin Reaves,1630559,2024-01-03,LAL,MIA,HOME,37,24,5,8,0,0,3,7,12,0.583,2,6,0.333,8,9,0.889,25,G,Starter,5,-2,L
Josh Richardson,1626196,2024-01-03,MIA,LAL,ROAD,21,10,1,1,0,1,0,4,7,0.571,2,3,0.667,0,0,nan,30,G,Starter,23,9,W
Tyler Herro,1629639,2024-01-03,MIA,LAL,ROAD,28,21,6,4,3,0,2,7,19,0.368,4,8,0.5,3,3,1.0,23,G,Starter,23,5,W
Orlando Robinson,1631115,2024-01-03,MIA,LAL,ROAD,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,23,C,Bench,10,0,W
Jaime Jaquez Jr.,1631170,2024-01-03,MIA,LAL,ROAD,39,16,0,8,1,1,2,7,14,0.5,2,6,0.333,0,0,nan,22,G,Starter,23,24,W
Cole Swider,1631306,2024-01-03,MIA,LAL,ROAD,1,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,nan,24,F,Bench,15,0,W
Cameron Payne,1626166,2024-01-03,MIL,IND,ROAD,10,7,1,2,0,0,0,2,3,0.667,1,2,0.5,2,3,0.667,29,G,Rotation,30,5,L
Jordan McLaughlin,1629162,2024-01-03,MIN,NOP,HOME,17,3,3,4,1,0,0,1,6,0.167,0,4,0.0,1,2,0.5,27,G,Rotation,4,5,L
Nickeil Alexander-Walker,1629638,2024-01-03,MIN,NOP,HOME,19,4,0,1,0,0,1,1,3,0.333,0,2,0.0,2,2,1.0,25,G,Rotation,4,-5,L
Jaden McDaniels,1630183,2024-01-03,MIN,NOP,HOME,33,11,0,2,2,1,1,5,10,0.5,1,3,0.333,0,0,nan,23,F,Starter,4,-19,L
Nic Claxton,1629651,2024-01-03,BKN,HOU,ROAD,28,12,13,0,1,2,1,6,8,0.75,0,0,nan,0,0,nan,24,C,Starter,11,-8,L
Jericho Sims,1630579,2024-01-03,NYK,CHI,HOME,1,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,25,C,Bench,23,0,W
Moritz Wagner,1629021,2024-01-03,ORL,SAC,ROAD,13,2,3,2,0,0,3,0,2,0.0,0,1,0.0,2,2,1.0,26,F-C,Rotation,2,0,L
T.J. McConnell,204456,2024-01-03,IND,MIL,HOME,19,6,6,3,0,0,1,2,6,0.333,0,1,0.0,2,2,1.0,31,G,Rotation,29,3,W
Jarace Walker,1641716,2024-01-03,IND,MIL,HOME,2,3,0,0,0,0,0,0,0,nan,0,0,nan,3,4,0.75,20,F,Bench,7,-5,W
Jusuf Nurkić,203994,2024-01-03,PHX,LAC,HOME,25,9,6,1,1,0,1,3,5,0.6,0,1,0.0,3,3,1.0,29,C,Starter,15,-15,L
Grayson Allen,1628960,2024-01-03,PHX,LAC,HOME,32,10,4,3,2,0,1,4,9,0.444,2,4,0.5,0,1,0.0,28,G,Starter,14,-19,L
Matisse Thybulle,1629680,2024-01-03,POR,DAL,ROAD,23,12,2,1,1,0,0,4,6,0.667,4,6,0.667,0,0,nan,26,G-F,Starter,9,-2,L
Jabari Walker,1631133,2024-01-03,POR,DAL,ROAD,17,4,5,4,0,0,1,1,3,0.333,0,1,0.0,2,2,1.0,21,F,Rotation,18,-13,L
Harrison Barnes,203084,2024-01-03,SAC,ORL,HOME,36,17,3,1,1,0,0,5,9,0.556,4,6,0.667,3,5,0.6,31,F,Starter,6,1,W
Kevin Huerter,1628989,2024-01-03,SAC,ORL,HOME,18,2,7,2,0,0,1,0,5,0.0,0,4,0.0,2,2,1.0,25,G-F,Rotation,19,4,W
Shai Gilgeous-Alexander,1628983,2024-01-03,OKC,ATL,ROAD,35,33,13,8,0,0,2,11,24,0.458,2,3,0.667,9,11,0.818,25,G,Starter,27,2,L
Isaiah Joe,1630198,2024-01-03,OKC,ATL,ROAD,18,9,1,1,1,0,2,4,8,0.5,1,5,0.2,0,0,nan,24,G,Rotation,27,-3,L
Josh Giddey,1630581,2024-01-03,OKC,ATL,ROAD,22,9,3,4,1,0,2,3,7,0.429,2,3,0.667,1,2,0.5,21,G,Starter,27,1,L
Jaylin Williams,1631119,2024-01-03,OKC,ATL,ROAD,15,3,3,2,2,0,0,1,2,0.5,1,2,0.5,0,0,nan,21,F,Rotation,30,-10,L
Pascal Siakam,1627783,2024-01-03,TOR,MEM,ROAD,30,24,7,0,1,0,3,9,14,0.643,1,2,0.5,5,6,0.833,29,F,Starter,19,-1,W
Kelly Olynyk,203482,2024-01-03,UTA,DET,HOME,20,9,5,4,1,0,2,3,5,0.6,0,1,0.0,3,3,1.0,32,F-C,Starter,28,0,W
David Roddy,1631223,2024-01-03,MEM,TOR,HOME,8,0,0,0,0,0,0,0,2,0.0,0,2,0.0,0,0,nan,22,F,Bench,29,-10,L
Tyus Jones,1626145,2024-01-03,WAS,CLE,ROAD,21,9,2,2,1,1,0,4,11,0.364,1,2,0.5,0,0,nan,27,G,Starter,3,-12,L
Landry Shamet,1629013,2024-01-03,WAS,CLE,ROAD,15,9,3,2,1,0,0,3,6,0.5,2,3,0.667,1,2,0.5,26,G,Rotation,3,-15,L
Jordan Poole,1629673,2024-01-03,WAS,CLE,ROAD,23,8,3,2,0,0,1,3,11,0.273,2,4,0.5,0,0,nan,24,G,Starter,3,-22,L
Jared Butler,1630215,2024-01-03,WAS,CLE,ROAD,9,5,1,1,0,0,0,2,2,1.0,1,1,1.0,0,0,nan,23,G,Bench,3,-6,L
Corey Kispert,1630557,2024-01-03,WAS,CLE,ROAD,20,12,1,0,0,0,0,4,9,0.444,0,5,0.0,4,6,0.667,24,F,Starter,20,-21,L
Eugene Omoruyi,1630647,2024-01-03,WAS,CLE,ROAD,7,2,1,0,0,0,0,1,3,0.333,0,1,0.0,0,0,nan,26,F,Bench,20,-4,L
Bilal Coulibaly,1641731,2024-01-03,WAS,CLE,ROAD,33,5,5,1,3,2,2,2,12,0.167,1,4,0.25,0,2,0.0,19,G,Starter,3,-24,L
Alec Burks,202692,2024-01-03,DET,UTA,ROAD,34,27,4,1,0,0,2,9,17,0.529,5,9,0.556,4,5,0.8,32,G,Starter,10,-12,L
James Wiseman,1630164,2024-01-03,DET,UTA,ROAD,17,8,9,0,0,0,3,4,7,0.571,0,0,nan,0,0,nan,22,C,Rotation,16,11,L
Ausar Thompson,1641709,2024-01-03,DET,UTA,ROAD,11,2,3,1,1,1,0,1,4,0.25,0,1,0.0,0,2,0.0,20,G-F,Rotation,15,6,L
Bogdan Bogdanović,203992,2024-01-03,ATL,OKC,HOME,28,23,1,4,1,0,0,7,16,0.438,5,11,0.455,4,4,1.0,31,G,Starter,22,11,W
Trent Forrest,1630235,2024-01-03,ATL,OKC,HOME,14,6,2,2,0,1,0,3,3,1.0,0,0,nan,0,0,nan,25,G,Rotation,22,7,W
Tristan Thompson,202684,2024-01-03,CLE,WAS,HOME,19,7,9,4,0,1,3,3,7,0.429,0,0,nan,1,3,0.333,32,C-F,Rotation,30,12,W
Craig Porter Jr.,1641854,2024-01-03,CLE,WAS,HOME,15,8,3,3,0,0,1,4,5,0.8,0,0,nan,0,1,0.0,23,G,Rotation,21,7,W
Jonas Valančiūnas,202685,2024-01-03,NOP,MIN,ROAD,20,4,7,3,0,0,1,2,5,0.4,0,2,0.0,0,0,nan,31,C,Starter,8,14,W
Cody Zeller,203469,2024-01-03,NOP,MIN,ROAD,2,0,1,1,0,0,0,0,0,nan,0,0,nan,0,0,nan,31,F-C,Bench,23,-2,W
Larry Nance Jr.,1626204,2024-01-03,NOP,MIN,ROAD,22,8,9,2,1,1,0,4,6,0.667,0,0,nan,0,0,nan,31,F-C,Starter,23,-2,W
Jordan Hawkins,1641722,2024-01-03,NOP,MIN,ROAD,3,2,0,0,0,0,0,1,2,0.5,0,1,0.0,0,0,nan,21,G,Bench,2,-1,W
Jevon Carter,1628975,2024-01-03,CHI,NYK,ROAD,16,2,0,2,1,1,1,1,6,0.167,0,3,0.0,0,0,nan,28,G,Rotation,1,13,L
Coby White,1629632,2024-01-03,CHI,NYK,ROAD,38,26,4,8,0,1,3,9,19,0.474,6,9,0.667,2,2,1.0,23,G,Starter,1,-23,L
Dalen Terry,1631207,2024-01-03,CHI,NYK,ROAD,8,2,1,1,0,0,0,1,2,0.5,0,0,nan,0,0,nan,21,F,Bench,9,6,L
Dwight Powell,203939,2024-01-03,DAL,POR,HOME,13,5,3,2,0,0,1,1,1,1.0,0,0,nan,3,6,0.5,32,F-C,Rotation,8,6,W
Jeff Green,201145,2024-01-03,HOU,BKN,HOME,17,8,0,0,0,0,1,2,4,0.5,2,2,1.0,2,2,1.0,37,F,Rotation,10,-7,W
Jabari Smith Jr.,1631095,2024-01-03,HOU,BKN,HOME,33,7,12,0,0,1,1,2,8,0.25,1,4,0.25,2,2,1.0,20,F,Starter,10,11,W
Ivica Zubac,1627826,2024-01-03,LAC,PHX,ROAD,27,6,3,2,0,2,0,2,4,0.5,0,0,nan,2,2,1.0,26,C,Starter,4,1,W
Anthony Davis,203076,2024-01-03,LAL,MIA,HOME,43,29,17,6,3,5,5,10,17,0.588,0,1,0.0,9,10,0.9,30,F-C,Starter,19,-13,L
Duncan Robinson,1629130,2024-01-03,MIA,LAL,ROAD,30,13,0,2,1,0,1,5,14,0.357,3,12,0.25,0,0,nan,29,F,Starter,15,0,W
Jamal Cain,1631288,2024-01-03,MIA,LAL,ROAD,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,24,F,Bench,15,0,W
Robin Lopez,201577,2024-01-03,MIL,IND,ROAD,2,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,35,C,Bench,18,5,L
MarJon Beauchamp,1630699,2024-01-03,MIL,IND,ROAD,21,12,3,1,0,0,1,6,9,0.667,0,3,0.0,0,0,nan,23,F,Starter,28,-1,L
Chris Livingston,1641753,2024-01-03,MIL,IND,ROAD,2,0,1,1,0,0,0,0,0,nan,0,0,nan,0,0,nan,20,F,Bench,28,5,L
Karl-Anthony Towns,1626157,2024-01-03,MIN,NOP,HOME,36,22,6,2,0,0,1,8,19,0.421,0,4,0.0,6,7,0.857,28,C-F,Starter,6,-18,L
Anthony Edwards,1630162,2024-01-03,MIN,NOP,HOME,37,35,4,5,1,1,6,11,22,0.5,4,7,0.571,9,10,0.9,22,G,Starter,4,-15,L
Cameron Johnson,1629661,2024-01-03,BKN,HOU,ROAD,32,15,6,5,0,1,0,6,13,0.462,3,6,0.5,0,2,0.0,27,F,Starter,13,-5,L
Cam Thomas,1630560,2024-01-03,BKN,HOU,ROAD,17,4,0,5,1,0,1,0,7,0.0,0,2,0.0,4,4,1.0,22,G,Rotation,17,-10,L
Donte DiVincenzo,1628978,2024-01-03,NYK,CHI,HOME,25,11,5,5,1,0,3,4,10,0.4,3,8,0.375,0,0,nan,26,G,Starter,19,18,W
Quentin Grimes,1629656,2024-01-03,NYK,CHI,HOME,18,8,1,0,1,0,0,3,9,0.333,2,6,0.333,0,0,nan,23,G,Rotation,19,-20,W
Goga Bitadze,1629048,2024-01-03,ORL,SAC,ROAD,28,6,6,2,1,3,1,2,5,0.4,0,1,0.0,2,2,1.0,24,C-F,Starter,3,-15,L
Bruce Brown,1628971,2024-01-03,IND,MIL,HOME,28,15,5,2,0,0,4,5,7,0.714,0,1,0.0,5,6,0.833,27,G-F,Starter,24,4,W
Devin Booker,1626164,2024-01-03,PHX,LAC,HOME,37,35,2,6,0,0,6,11,15,0.733,5,8,0.625,8,9,0.889,27,G,Starter,14,-12,L
Jerami Grant,203924,2024-01-03,POR,DAL,ROAD,20,10,1,2,0,0,3,4,9,0.444,1,3,0.333,1,3,0.333,29,F,Starter,18,-13,L
Skylar Mays,1630219,2024-01-03,POR,DAL,ROAD,8,5,5,1,0,0,1,2,4,0.5,0,0,nan,1,2,0.5,26,G,Bench,18,3,L
Ibou Badji,1630641,2024-01-03,POR,DAL,ROAD,15,0,4,0,0,2,4,0,2,0.0,0,0,nan,0,0,nan,21,C,Rotation,7,-28,L
Duop Reath,1641871,2024-01-03,POR,DAL,ROAD,6,2,2,1,0,0,2,1,2,0.5,0,1,0.0,0,0,nan,27,C,Bench,7,0,L
Trey Lyles,1626168,2024-01-03,SAC,ORL,HOME,22,10,3,0,0,1,0,4,6,0.667,2,3,0.667,0,0,nan,28,F,Starter,6,-1,W
Davion Mitchell,1630558,2024-01-03,SAC,ORL,HOME,14,2,1,3,0,0,2,1,3,0.333,0,2,0.0,0,0,nan,25,G,Rotation,13,6,W
Aaron Wiggins,1630598,2024-01-03,OKC,ATL,ROAD,21,13,3,2,1,1,0,6,7,0.857,1,1,1.0,0,0,nan,25,G,Starter,27,-7,L
Chet Holmgren,1631096,2024-01-03,OKC,ATL,ROAD,25,12,3,1,0,0,4,5,9,0.556,2,5,0.4,0,0,nan,21,C-F,Starter,26,-1,L
Jontay Porter,1629007,2024-01-03,TOR,MEM,ROAD,7,0,3,0,0,0,0,0,2,0.0,0,2,0.0,0,0,nan,24,C-F,Bench,20,9,W
Ochai Agbaji,1630534,2024-01-03,UTA,DET,HOME,13,3,1,2,2,0,1,1,1,1.0,1,1,1.0,0,0,nan,23,G,Rotation,20,-6,W
Desmond Bane,1630217,2024-01-03,MEM,TOR,HOME,38,22,4,8,0,0,0,9,18,0.5,2,6,0.333,2,2,1.0,25,G,Starter,16,5,L
Santi Aldama,1630583,2024-01-03,MEM,TOR,HOME,22,7,8,3,1,0,1,2,6,0.333,2,4,0.5,1,2,0.5,22,F-C,Starter,16,2,L
Delon Wright,1626153,2024-01-03,WAS,CLE,ROAD,18,0,2,4,1,1,1,0,3,0.0,0,1,0.0,0,0,nan,31,G,Rotation,3,-21,L
Deni Avdija,1630166,2024-01-03,WAS,CLE,ROAD,21,7,6,4,1,0,3,3,11,0.273,1,3,0.333,0,0,nan,23,F,Starter,20,-17,L
Anthony Gill,1630264,2024-01-03,WAS,CLE,ROAD,5,2,1,0,0,0,0,1,1,1.0,0,0,nan,0,0,nan,31,F,Bench,20,4,L
Bojan Bogdanovic,202711,2024-01-03,DET,UTA,ROAD,43,36,7,5,1,0,1,13,26,0.5,8,15,0.533,2,2,1.0,34,F,Starter,25,-5,L
Clint Capela,203991,2024-01-03,ATL,OKC,HOME,25,12,14,0,0,3,0,5,8,0.625,0,0,nan,2,2,1.0,29,C,Starter,12,-9,W
Onyeka Okongwu,1630168,2024-01-03,ATL,OKC,HOME,22,11,7,0,1,0,0,3,4,0.75,0,0,nan,5,5,1.0,23,F-C,Starter,21,14,W
Jalen Johnson,1630552,2024-01-03,ATL,OKC,HOME,29,28,7,3,4,0,1,11,18,0.611,2,4,0.5,4,4,1.0,22,F,Starter,17,-1,W
Damian Jones,1627745,2024-01-03,CLE,WAS,HOME,6,4,1,0,0,1,0,2,3,0.667,0,1,0.0,0,0,nan,28,C,Bench,27,-1,W
Donovan Mitchell,1628378,2024-01-03,CLE,WAS,HOME,24,22,3,4,2,2,2,6,16,0.375,4,9,0.444,6,6,1.0,27,G,Starter,21,18,W
Jarrett Allen,1628386,2024-01-03,CLE,WAS,HOME,29,17,19,7,0,2,1,7,10,0.7,0,0,nan,3,4,0.75,25,C,Starter,27,27,W
Dean Wade,1629731,2024-01-03,CLE,WAS,HOME,20,2,3,1,0,0,0,1,3,0.333,0,1,0.0,0,0,nan,27,F-C,Starter,25,15,W
Zion Williamson,1629627,2024-01-03,NOP,MIN,ROAD,29,27,4,6,1,1,2,11,15,0.733,0,0,nan,5,6,0.833,23,F,Starter,3,20,W
DeMar DeRozan,201942,2024-01-03,CHI,NYK,ROAD,39,28,3,4,1,1,0,10,13,0.769,3,4,0.75,5,5,1.0,34,G-F,Starter,27,-25,L
Andre Drummond,203083,2024-01-03,CHI,NYK,ROAD,30,13,16,0,2,1,1,5,12,0.417,0,0,nan,3,6,0.5,30,C,Starter,14,-15,L
Terry Taylor,1630678,2024-01-03,CHI,NYK,ROAD,16,4,2,0,0,0,0,2,3,0.667,0,0,nan,0,0,nan,24,F,Rotation,9,0,L
Luka Dončić,1629029,2024-01-03,DAL,POR,HOME,31,41,6,5,1,0,4,13,21,0.619,4,7,0.571,11,14,0.786,24,F-G,Starter,7,23,W
Dereck Lively II,1641726,2024-01-03,DAL,POR,HOME,19,0,4,4,2,3,0,0,1,0.0,0,0,nan,0,0,nan,19,C,Rotation,25,23,W
Jae'Sean Tate,1630256,2024-01-03,HOU,BKN,HOME,31,8,4,3,0,0,1,2,2,1.0,2,2,1.0,2,2,1.0,28,F,Starter,10,17,W
Jalen Hood-Schifino,1641720,2024-01-03,LAL,MIA,HOME,6,0,2,0,0,0,0,0,4,0.0,0,0,nan,0,0,nan,20,G,Bench,5,-1,L
Kevin Love,201567,2024-01-03,MIA,LAL,ROAD,28,10,14,3,1,1,0,4,7,0.571,0,1,0.0,2,6,0.333,35,F-C,Starter,3,11,W
Damian Lillard,203081,2024-01-03,MIL,IND,ROAD,36,23,2,5,3,0,2,6,18,0.333,2,8,0.25,9,10,0.9,33,G,Starter,30,-22,L
Thanasis Antetokounmpo,203648,2024-01-03,MIL,IND,ROAD,2,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,31,F,Bench,28,5,L
Mike Conley,201144,2024-01-03,MIN,NOP,HOME,26,7,0,9,1,0,0,3,5,0.6,1,3,0.333,0,0,nan,36,G,Starter,4,-14,L
Josh Minott,1631169,2024-01-03,MIN,NOP,HOME,3,2,0,0,0,1,0,0,0,nan,0,0,nan,2,2,1.0,21,F,Bench,4,8,L
Dorian Finney-Smith,1627827,2024-01-03,BKN,HOU,ROAD,20,9,2,2,0,1,2,4,16,0.25,1,11,0.091,0,0,nan,30,F,Starter,13,4,L
Isaiah Hartenstein,1628392,2024-01-03,NYK,CHI,HOME,37,10,20,1,0,5,2,4,6,0.667,0,0,nan,2,3,0.667,25,C-F,Starter,18,32,W
Josh Hart,1628404,2024-01-03,NYK,CHI,HOME,25,3,5,3,0,0,2,1,5,0.2,1,2,0.5,0,0,nan,28,G,Starter,19,2,W
Precious Achiuwa,1630173,2024-01-03,NYK,CHI,HOME,11,4,3,1,0,1,0,2,2,1.0,0,0,nan,0,0,nan,24,F,Rotation,26,-16,W
Miles McBride,1630540,2024-01-03,NYK,CHI,HOME,10,3,0,0,0,0,0,1,3,0.333,1,2,0.5,0,0,nan,23,G,Rotation,19,-15,W
Chuma Okeke,1629643,2024-01-03,ORL,SAC,ROAD,27,11,7,3,0,1,0,4,5,0.8,3,4,0.75,0,0,nan,25,F,Starter,27,4,L
Franz Wagner,1630532,2024-01-03,ORL,SAC,ROAD,5,6,2,1,0,0,0,2,4,0.5,1,1,1.0,1,1,1.0,22,F,Bench,27,-1,L
Paolo Banchero,1631094,2024-01-03,ORL,SAC,ROAD,45,43,4,5,0,0,8,13,25,0.52,6,9,0.667,11,14,0.786,21,F,Starter,27,-2,L
Aaron Nesmith,1630174,2024-01-03,IND,MIL,HOME,22,9,4,2,3,0,0,4,4,1.0,1,1,1.0,0,0,nan,24,G-F,Starter,24,18,W
Jalen Smith,1630188,2024-01-03,IND,MIL,HOME,19,13,7,3,0,0,1,5,8,0.625,1,4,0.25,2,2,1.0,23,F-C,Rotation,18,23,W
Drew Eubanks,1629234,2024-01-03,PHX,LAC,HOME,4,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,26,F-C,Bench,20,2,L
Malcolm Brogdon,1627763,2024-01-03,POR,DAL,ROAD,17,5,2,2,0,0,0,2,6,0.333,0,3,0.0,1,1,1.0,31,G,Rotation,18,-12,L
Keegan Murray,1631099,2024-01-03,SAC,ORL,HOME,46,28,12,1,1,0,0,13,21,0.619,2,6,0.333,0,0,nan,23,F,Starter,6,-7,W
Luguentz Dort,1629652,2024-01-03,OKC,ATL,ROAD,29,14,4,3,0,0,0,3,7,0.429,2,3,0.667,6,6,1.0,24,G,Starter,27,11,L
Jakob Poeltl,1627751,2024-01-03,TOR,MEM,ROAD,33,7,8,2,1,5,1,2,7,0.286,0,0,nan,3,4,0.75,28,C,Starter,13,-9,W
Chris Boucher,1628449,2024-01-03,TOR,MEM,ROAD,13,4,8,2,0,0,1,2,2,1.0,0,0,nan,0,0,nan,30,F,Rotation,19,10,W
Scottie Barnes,1630567,2024-01-03,TOR,MEM,ROAD,40,20,2,8,1,0,1,7,14,0.5,2,5,0.4,4,4,1.0,22,F-G,Starter,26,2,W
John Collins,1628381,2024-01-03,UTA,DET,HOME,24,17,4,3,0,0,2,7,13,0.538,2,6,0.333,1,2,0.5,26,F-C,Starter,28,-12,W
Simone Fontecchio,1631323,2024-01-03,UTA,DET,HOME,35,16,7,4,2,0,0,6,11,0.545,3,4,0.75,1,1,1.0,28,F,Starter,23,13,W
Luke Kennard,1628379,2024-01-03,MEM,TOR,HOME,19,2,1,0,0,0,0,1,5,0.2,0,4,0.0,0,0,nan,27,G,Rotation,16,-17,L
Jaren Jackson Jr.,1628991,2024-01-03,MEM,TOR,HOME,37,24,4,0,1,4,3,7,18,0.389,4,8,0.5,6,6,1.0,24,F-C,Starter,16,5,L
John Konchar,1629723,2024-01-03,MEM,TOR,HOME,8,0,2,1,2,1,1,0,2,0.0,0,0,nan,0,0,nan,27,G,Bench,16,2,L
Xavier Tillman,1630214,2024-01-03,MEM,TOR,HOME,23,4,5,2,0,0,0,2,3,0.667,0,0,nan,0,0,nan,24,F,Starter,29,-15,L
Killian Hayes,1630165,2024-01-03,DET,UTA,ROAD,13,2,4,6,0,1,0,1,3,0.333,0,0,nan,0,0,nan,22,G,Rotation,10,4,L
Jalen Duren,1631105,2024-01-03,DET,UTA,ROAD,36,17,10,3,0,1,2,6,7,0.857,0,0,nan,5,5,1.0,20,C,Starter,16,-14,L
Trae Young,1629027,2024-01-03,ATL,OKC,HOME,34,24,4,11,2,0,6,6,13,0.462,2,9,0.222,10,11,0.909,25,G,Starter,22,-9,W
Georges Niang,1627777,2024-01-03,CLE,WAS,HOME,28,15,8,1,0,0,0,5,11,0.455,3,7,0.429,2,2,1.0,30,F,Starter,24,24,W
Sam Merrill,1630241,2024-01-03,CLE,WAS,HOME,29,11,5,6,0,0,0,4,11,0.364,3,9,0.333,0,0,nan,27,G,Starter,21,27,W
Kyrie Irving,202681,2024-01-03,DAL,POR,HOME,29,29,9,5,2,0,1,10,19,0.526,4,8,0.5,5,6,0.833,31,G,Starter,9,20,W
Tim Hardaway Jr.,203501,2024-01-03,DAL,POR,HOME,23,14,3,0,0,0,0,5,10,0.5,2,5,0.4,2,2,1.0,31,G-F,Starter,22,8,W
Seth Curry,203552,2024-01-03,DAL,POR,HOME,15,0,1,2,0,0,0,0,1,0.0,0,0,nan,0,0,nan,33,G,Rotation,9,28,W
Grant Williams,1629684,2024-01-03,DAL,POR,HOME,15,2,2,2,0,0,3,1,2,0.5,0,0,nan,0,0,nan,25,F,Rotation,14,4,W
Josh Green,1630182,2024-01-03,DAL,POR,HOME,27,8,4,1,2,0,0,3,5,0.6,0,2,0.0,2,2,1.0,23,G,Starter,9,22,W
Fred VanVleet,1627832,2024-01-03,HOU,BKN,HOME,36,21,6,10,0,2,4,7,9,0.778,6,8,0.75,1,2,0.5,29,G,Starter,24,24,W
Russell Westbrook,201566,2024-01-03,LAC,PHX,ROAD,18,6,5,2,2,0,2,2,7,0.286,0,2,0.0,2,2,1.0,35,G,Rotation,11,6,W
James Harden,201935,2024-01-03,LAC,PHX,ROAD,36,22,5,11,0,1,4,7,13,0.538,4,7,0.571,4,4,1.0,34,G,Starter,11,1,W
Daniel Theis,1628464,2024-01-03,LAC,PHX,ROAD,20,6,3,1,1,0,0,3,5,0.6,0,0,nan,0,0,nan,31,F-C,Starter,30,8,W
Taurean Prince,1627752,2024-01-03,LAL,MIA,HOME,29,0,5,2,0,0,1,0,6,0.0,0,5,0.0,0,0,nan,29,F,Starter,12,-14,L
Jarred Vanderbilt,1629020,2024-01-03,LAL,MIA,HOME,16,4,2,0,0,0,2,2,3,0.667,0,0,nan,0,0,nan,24,F,Rotation,12,-6,L
Cam Reddish,1629629,2024-01-03,LAL,MIA,HOME,19,0,0,1,0,0,4,0,1,0.0,0,1,0.0,0,0,nan,24,F-G,Rotation,22,-7,L
R.J. Hampton,1630181,2024-01-03,MIA,LAL,ROAD,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,22,G,Bench,23,0,W
Pat Connaughton,1626192,2024-01-03,MIL,IND,ROAD,14,3,2,1,0,0,0,1,3,0.333,1,2,0.5,0,0,nan,31,G,Rotation,30,-4,L
Kyle Anderson,203937,2024-01-03,MIN,NOP,HOME,13,1,4,0,2,0,0,0,2,0.0,0,0,nan,1,2,0.5,30,F-G,Rotation,2,0,L
Shake Milton,1629003,2024-01-03,MIN,NOP,HOME,3,5,0,0,0,0,0,2,2,1.0,1,1,1.0,0,0,nan,27,G,Bench,4,8,L
Mikal Bridges,1628969,2024-01-03,BKN,HOU,ROAD,36,15,4,3,1,1,1,5,18,0.278,3,12,0.25,2,3,0.667,27,G-F,Starter,10,-19,L
Armoni Brooks,1629717,2024-01-03,BKN,HOU,ROAD,3,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,25,G,Bench,17,4,L
Jalen Wilson,1630592,2024-01-03,BKN,HOU,ROAD,5,0,0,0,1,0,0,0,0,nan,0,0,nan,0,0,nan,23,F,Bench,13,-2,L
Julius Randle,203944,2024-01-03,NYK,CHI,HOME,39,35,6,4,2,1,3,13,23,0.565,3,7,0.429,6,7,0.857,29,F-C,Starter,22,13,W
Jalen Brunson,1628973,2024-01-03,NYK,CHI,HOME,38,31,3,13,0,0,4,13,22,0.591,4,9,0.444,1,1,1.0,27,G,Starter,19,31,W
Wendell Carter Jr.,1628976,2024-01-03,ORL,SAC,ROAD,21,9,7,3,0,0,1,3,7,0.429,3,3,1.0,0,0,nan,24,C-F,Starter,3,9,L
Admiral Schofield,1629678,2024-01-03,ORL,SAC,ROAD,6,0,0,1,0,0,0,0,0,nan,0,0,nan,0,0,nan,26,F,Bench,27,5,L
Caleb Houstan,1631216,2024-01-03,ORL,SAC,ROAD,31,15,2,1,4,0,1,4,6,0.667,4,6,0.667,3,3,1.0,20,G,Starter,26,6,L
Obi Toppin,1630167,2024-01-03,IND,MIL,HOME,27,15,8,4,1,0,0,5,12,0.417,2,6,0.333,3,4,0.75,25,F,Starter,7,-6,W
Tyrese Haliburton,1630169,2024-01-03,IND,MIL,HOME,34,31,2,12,1,3,0,10,20,0.5,5,11,0.455,6,6,1.0,23,G,Starter,29,21,W
Bennedict Mathurin,1631097,2024-01-03,IND,MIL,HOME,25,16,1,3,0,0,1,6,9,0.667,2,2,1.0,2,2,1.0,21,G-F,Starter,24,-3,W
