player_name,player_id,game_date,team,opponent,home_or_road,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fgm,fga,fg_pct,three_pm,three_pa,fg3_pct,ftm,fta,ft_pct,age,position,role,opponent_def_rank_vs_position,plus_minus,wl
Draymond Green,203110,2024-03-16,GSW,LAL,ROAD,34,6,12,13,1,0,2,3,6,0.5,0,2,0.0,0,0,nan,34,F,Starter,15,12,W
Gary Payton II,1627780,2024-03-16,GSW,LAL,ROAD,7,3,1,1,0,1,0,1,3,0.333,1,1,1.0,0,0,nan,31,G,Bench,23,-4,W
Fred VanVleet,1627832,2024-03-16,HOU,CLE,HOME,35,13,5,16,1,1,1,5,15,0.333,3,8,0.375,0,0,nan,30,G,Starter,3,14,W
Jabari Smith Jr.,1631095,2024-03-16,HOU,CLE,HOME,32,20,7,2,1,3,2,8,13,0.615,3,5,0.6,1,1,1.0,20,F,Starter,20,22,W
Jaden McDaniels,1630183,2024-03-16,MIN,UTA,ROAD,22,8,1,0,0,0,1,4,9,0.444,0,2,0.0,0,0,nan,23,F,Starter,25,9,W
Josh Minott,1631169,2024-03-16,MIN,UTA,ROAD,2,5,0,0,0,0,0,2,2,1.0,1,1,1.0,0,0,nan,21,F,Bench,25,1,W
Nic Claxton,1629651,2024-03-16,BKN,IND,ROAD,25,9,10,1,1,2,0,4,6,0.667,0,0,nan,1,3,0.333,24,C,Starter,18,-8,L
Trendon Watford,1630570,2024-03-16,BKN,IND,ROAD,19,12,0,1,2,1,1,3,6,0.5,0,0,nan,6,7,0.857,23,G-F,Rotation,29,-15,L
Noah Clowney,1641730,2024-03-16,BKN,IND,ROAD,4,0,1,0,0,0,2,0,1,0.0,0,1,0.0,0,0,nan,19,F-C,Bench,5,-5,L
OG Anunoby,1628384,2024-03-16,NYK,SAC,ROAD,33,2,6,2,1,3,3,1,8,0.125,0,4,0.0,0,0,nan,26,F-G,Starter,3,6,W
Myles Turner,1626167,2024-03-16,IND,BKN,HOME,25,11,7,1,1,0,0,5,10,0.5,0,2,0.0,1,1,1.0,27,C-F,Starter,10,16,W
Kendall Brown,1631112,2024-03-16,IND,BKN,HOME,3,2,0,1,0,0,1,1,1,1.0,0,0,nan,0,0,nan,20,G,Bench,24,0,W
Kelly Oubre Jr.,1626162,2024-03-16,PHI,CHA,HOME,34,22,3,1,1,0,4,8,16,0.5,1,5,0.2,5,5,1.0,28,F-G,Starter,21,4,W
Paul Reed,1630194,2024-03-16,PHI,CHA,HOME,20,11,8,1,0,1,0,3,9,0.333,0,2,0.0,5,5,1.0,24,F,Starter,22,10,W
Anfernee Simons,1629014,2024-03-16,POR,NOP,ROAD,36,25,4,8,0,0,5,9,18,0.5,5,10,0.5,2,2,1.0,24,G,Starter,4,-6,L
Duop Reath,1641871,2024-03-16,POR,NOP,ROAD,8,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,nan,27,C,Bench,21,-14,L
Harrison Barnes,203084,2024-03-16,SAC,NYK,HOME,36,16,6,3,1,0,2,5,13,0.385,2,7,0.286,4,4,1.0,31,F,Starter,9,-6,L
Domantas Sabonis,1627734,2024-03-16,SAC,NYK,HOME,40,21,14,2,1,0,5,9,16,0.563,1,1,1.0,2,5,0.4,27,F-C,Starter,1,-13,L
Kessler Edwards,1630556,2024-03-16,SAC,NYK,HOME,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,23,F,Bench,9,0,L
Isaiah Joe,1630198,2024-03-16,OKC,MEM,ROAD,20,10,2,1,0,1,0,4,8,0.5,2,5,0.4,0,0,nan,24,G,Starter,7,1,W
Cason Wallace,1641717,2024-03-16,OKC,MEM,ROAD,24,4,2,4,3,0,0,2,5,0.4,0,3,0.0,0,0,nan,20,G,Starter,7,3,W
Kris Dunn,1627739,2024-03-16,UTA,MIN,HOME,24,4,3,3,2,0,0,2,7,0.286,0,1,0.0,0,0,nan,30,G,Starter,2,-17,L
Brice Sensabaugh,1641729,2024-03-16,UTA,MIN,HOME,27,8,7,2,0,0,3,4,12,0.333,0,5,0.0,0,0,nan,20,F,Starter,3,-20,L
Desmond Bane,1630217,2024-03-16,MEM,OKC,HOME,32,22,3,7,0,1,3,7,17,0.412,4,9,0.444,4,6,0.667,25,G,Starter,22,11,L
Jordan Poole,1629673,2024-03-16,WAS,CHI,ROAD,23,13,0,8,1,0,4,4,12,0.333,3,6,0.5,2,2,1.0,24,G,Starter,19,-15,L
Johnny Davis,1631098,2024-03-16,WAS,CHI,ROAD,15,5,0,3,1,0,0,2,6,0.333,1,3,0.333,0,0,nan,22,G,Rotation,19,-16,L
Davis Bertans,202722,2024-03-16,CHA,PHI,ROAD,31,16,1,1,1,0,0,5,8,0.625,2,5,0.4,4,4,1.0,31,F,Starter,16,-8,L
Brandon Miller,1641706,2024-03-16,CHA,PHI,ROAD,15,6,2,1,0,1,3,3,7,0.429,0,2,0.0,0,0,nan,21,F,Rotation,16,-8,L
Nick Smith Jr.,1641733,2024-03-16,CHA,PHI,ROAD,7,0,1,0,0,0,0,0,2,0.0,0,1,0.0,0,0,nan,19,G,Bench,8,6,L
Isaac Okoro,1630171,2024-03-16,CLE,HOU,ROAD,33,10,2,1,0,1,1,4,12,0.333,2,7,0.286,0,0,nan,23,F-G,Starter,14,-13,L
Craig Porter Jr.,1641854,2024-03-16,CLE,HOU,ROAD,6,4,1,2,0,0,2,2,3,0.667,0,1,0.0,0,0,nan,24,G,Bench,17,7,L
Trey Murphy III,1630530,2024-03-16,NOP,POR,HOME,35,20,6,5,0,0,0,7,13,0.538,4,8,0.5,2,2,1.0,23,F,Starter,14,8,W
Andre Drummond,203083,2024-03-16,CHI,WAS,HOME,15,13,9,1,0,0,0,4,5,0.8,0,0,nan,5,8,0.625,30,C,Rotation,27,10,W
Alex Caruso,1627936,2024-03-16,CHI,WAS,HOME,34,16,5,5,2,1,3,7,12,0.583,2,4,0.5,0,0,nan,30,G,Starter,21,12,W
Stephen Curry,201939,2024-03-16,GSW,LAL,ROAD,34,31,6,5,2,0,1,12,24,0.5,3,10,0.3,4,5,0.8,36,G,Starter,23,4,W
Klay Thompson,202691,2024-03-16,GSW,LAL,ROAD,30,26,4,3,0,0,0,9,15,0.6,5,10,0.5,3,3,1.0,34,G,Starter,23,1,W
Jonathan Kuminga,1630228,2024-03-16,GSW,LAL,ROAD,31,23,2,4,0,0,1,9,16,0.563,2,3,0.667,3,5,0.6,21,F,Starter,15,5,W
Trayce Jackson-Davis,1631218,2024-03-16,GSW,LAL,ROAD,21,10,3,4,0,2,1,4,5,0.8,0,0,nan,2,2,1.0,24,F,Starter,15,-4,W
Jock Landale,1629111,2024-03-16,HOU,CLE,HOME,17,6,3,0,0,1,0,3,5,0.6,0,2,0.0,0,0,nan,28,C,Rotation,2,7,W
Jae'Sean Tate,1630256,2024-03-16,HOU,CLE,HOME,13,8,1,0,1,0,0,3,6,0.5,1,3,0.333,1,2,0.5,28,F,Rotation,20,1,W
Amen Thompson,1641708,2024-03-16,HOU,CLE,HOME,26,18,8,0,1,0,1,8,11,0.727,0,0,nan,2,3,0.667,21,G-F,Starter,28,13,W
Nickeil Alexander-Walker,1629638,2024-03-16,MIN,UTA,ROAD,27,8,5,2,0,0,2,3,7,0.429,2,5,0.4,0,0,nan,25,G,Starter,10,12,W
Alec Burks,202692,2024-03-16,NYK,SAC,ROAD,18,12,3,2,0,0,0,4,10,0.4,2,5,0.4,2,2,1.0,32,G,Rotation,26,13,W
Precious Achiuwa,1630173,2024-03-16,NYK,SAC,ROAD,20,2,5,4,0,1,1,1,2,0.5,0,0,nan,0,0,nan,24,F,Starter,27,2,W
Miles McBride,1630540,2024-03-16,NYK,SAC,ROAD,12,0,1,0,0,0,0,0,1,0.0,0,1,0.0,0,0,nan,23,G,Rotation,26,2,W
T.J. McConnell,204456,2024-03-16,IND,BKN,HOME,20,13,5,1,2,0,2,6,14,0.429,1,1,1.0,0,0,nan,31,G,Starter,24,8,W
Pascal Siakam,1627783,2024-03-16,IND,BKN,HOME,28,28,11,4,3,0,2,11,22,0.5,0,1,0.0,6,6,1.0,29,F,Starter,10,22,W
Tyrese Haliburton,1630169,2024-03-16,IND,BKN,HOME,31,14,7,4,2,1,2,6,18,0.333,1,9,0.111,1,1,1.0,24,G,Starter,24,19,W
Quenton Jackson,1631245,2024-03-16,IND,BKN,HOME,2,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,25,G,Bench,24,-6,W
Jarace Walker,1641716,2024-03-16,IND,BKN,HOME,9,0,1,0,0,1,1,0,5,0.0,0,3,0.0,0,0,nan,20,F,Bench,10,2,W
Ben Sheppard,1641767,2024-03-16,IND,BKN,HOME,24,11,1,2,1,0,1,4,7,0.571,1,4,0.25,2,2,1.0,22,G,Starter,24,8,W
Kyle Lowry,200768,2024-03-16,PHI,CHA,HOME,29,5,6,7,3,0,1,1,5,0.2,1,5,0.2,2,2,1.0,38,G,Starter,12,15,W
Cameron Payne,1626166,2024-03-16,PHI,CHA,HOME,19,10,0,4,1,0,1,4,7,0.571,2,5,0.4,0,0,nan,29,G,Rotation,12,0,W
Buddy Hield,1627741,2024-03-16,PHI,CHA,HOME,20,14,2,2,0,0,1,6,12,0.5,2,6,0.333,0,0,nan,31,G,Starter,12,-5,W
KJ Martin,1630231,2024-03-16,PHI,CHA,HOME,13,6,3,2,0,0,1,2,3,0.667,1,1,1.0,1,1,1.0,23,F,Rotation,22,-8,W
Rayan Rupert,1641712,2024-03-16,POR,NOP,ROAD,12,2,1,0,0,0,2,0,1,0.0,0,0,nan,2,2,1.0,19,G-F,Rotation,13,-6,L
Chris Duarte,1630537,2024-03-16,SAC,NYK,HOME,0,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,26,G,Bench,1,0,L
Gordon Hayward,202330,2024-03-16,OKC,MEM,ROAD,14,6,0,1,0,0,0,2,3,0.667,1,1,1.0,1,2,0.5,34,F,Rotation,19,9,W
Shai Gilgeous-Alexander,1628983,2024-03-16,OKC,MEM,ROAD,35,20,7,3,0,1,3,8,16,0.5,1,4,0.25,3,6,0.5,25,G,Starter,7,7,W
Josh Giddey,1630581,2024-03-16,OKC,MEM,ROAD,19,13,6,2,0,0,2,6,12,0.5,1,6,0.167,0,0,nan,21,G,Rotation,7,-3,W
Chet Holmgren,1631096,2024-03-16,OKC,MEM,ROAD,32,22,11,2,1,3,1,8,13,0.615,2,4,0.5,4,4,1.0,21,C-F,Starter,20,-7,W
Collin Sexton,1629012,2024-03-16,UTA,MIN,HOME,31,22,2,10,1,0,5,9,16,0.563,1,3,0.333,3,3,1.0,25,G,Starter,2,-11,L
Omer Yurtseven,1630209,2024-03-16,UTA,MIN,HOME,18,14,5,0,0,3,1,6,7,0.857,0,0,nan,2,2,1.0,25,C,Rotation,8,0,L
Jason Preston,1630554,2024-03-16,UTA,MIN,HOME,13,2,4,5,0,0,0,1,3,0.333,0,0,nan,0,0,nan,24,G,Rotation,2,4,L
Keyonte George,1641718,2024-03-16,UTA,MIN,HOME,30,18,3,2,0,0,4,5,16,0.313,1,7,0.143,7,8,0.875,20,G,Starter,2,-13,L
John Konchar,1629723,2024-03-16,MEM,OKC,HOME,25,9,2,3,1,0,2,3,5,0.6,1,2,0.5,2,3,0.667,28,G,Starter,22,-12,L
Richaun Holmes,1626158,2024-03-16,WAS,CHI,ROAD,26,7,4,1,1,0,0,3,8,0.375,0,1,0.0,1,2,0.5,30,F,Starter,26,-9,L
Kyle Kuzma,1628398,2024-03-16,WAS,CHI,ROAD,29,11,5,4,1,0,3,5,10,0.5,0,0,nan,1,2,0.5,28,F,Starter,26,-9,L
Jared Butler,1630215,2024-03-16,WAS,CHI,ROAD,22,5,0,1,1,0,3,2,5,0.4,0,1,0.0,1,1,1.0,23,G,Starter,19,-6,L
Patrick Baldwin Jr.,1631116,2024-03-16,WAS,CHI,ROAD,16,6,1,2,1,0,0,2,6,0.333,2,5,0.4,0,0,nan,21,F,Rotation,26,-17,L
Vasilije Micic,203995,2024-03-16,CHA,PHI,ROAD,33,11,2,4,1,1,5,5,12,0.417,1,4,0.25,0,0,nan,30,G,Starter,8,-14,L
Nick Richards,1630208,2024-03-16,CHA,PHI,ROAD,30,11,11,0,1,1,1,4,5,0.8,0,0,nan,3,3,1.0,26,C,Starter,26,11,L
Tre Mann,1630544,2024-03-16,CHA,PHI,ROAD,37,21,8,6,4,0,2,7,16,0.438,3,6,0.5,4,7,0.571,23,G,Starter,8,-3,L
Nikola Vučević,202696,2024-03-16,CHI,WAS,HOME,31,29,13,2,1,0,3,11,19,0.579,1,3,0.333,6,6,1.0,33,C,Starter,27,11,W
Jevon Carter,1628975,2024-03-16,CHI,WAS,HOME,19,2,3,3,0,0,3,1,4,0.25,0,3,0.0,0,0,nan,28,G,Rotation,21,13,W
Terry Taylor,1630678,2024-03-16,CHI,WAS,HOME,2,2,1,0,0,0,0,1,1,1.0,0,0,nan,0,0,nan,24,F,Bench,24,8,W
Onuralp Bitim,1641931,2024-03-16,CHI,WAS,HOME,24,6,6,2,1,1,0,3,5,0.6,0,2,0.0,0,0,nan,24,F,Starter,24,22,W
Andrew Wiggins,203952,2024-03-16,GSW,LAL,ROAD,30,16,6,1,0,1,0,7,17,0.412,2,6,0.333,0,0,nan,29,F,Starter,15,7,W
Brandin Podziemski,1641764,2024-03-16,GSW,LAL,ROAD,35,5,5,3,0,0,1,2,4,0.5,1,2,0.5,0,0,nan,21,G,Starter,23,13,W
Jeff Green,201145,2024-03-16,HOU,CLE,HOME,26,9,4,1,1,0,1,4,8,0.5,1,4,0.25,0,0,nan,37,F,Starter,20,0,W
Reggie Bullock Jr.,203493,2024-03-16,HOU,CLE,HOME,16,3,5,0,0,0,2,1,2,0.5,1,2,0.5,0,0,nan,33,G-F,Rotation,28,-2,W
Dillon Brooks,1628415,2024-03-16,HOU,CLE,HOME,26,12,3,2,2,0,1,5,12,0.417,2,6,0.333,0,0,nan,28,G-F,Starter,28,7,W
Aaron Holiday,1628988,2024-03-16,HOU,CLE,HOME,12,2,1,3,1,0,0,1,4,0.25,0,2,0.0,0,0,nan,27,G,Rotation,3,0,W
Nate Williams,1631466,2024-03-16,HOU,CLE,HOME,2,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,nan,25,G,Bench,3,-4,W
D'Angelo Russell,1626156,2024-03-16,LAL,GSW,HOME,40,23,3,13,1,0,0,9,21,0.429,3,10,0.3,2,2,1.0,28,G,Starter,25,-14,L
Taurean Prince,1627752,2024-03-16,LAL,GSW,HOME,30,8,2,3,0,1,0,3,8,0.375,2,5,0.4,0,0,nan,30,F,Starter,21,-7,L
Austin Reaves,1630559,2024-03-16,LAL,GSW,HOME,34,11,3,3,0,0,3,4,13,0.308,2,9,0.222,1,1,1.0,25,G,Starter,25,-5,L
Max Christie,1631108,2024-03-16,LAL,GSW,HOME,10,3,1,0,0,0,0,1,4,0.25,1,2,0.5,0,0,nan,21,G,Rotation,25,-2,L
T.J. Warren,203933,2024-03-16,MIN,UTA,ROAD,16,2,4,2,1,0,0,1,7,0.143,0,1,0.0,0,0,nan,30,F,Rotation,25,2,W
Kyle Anderson,203937,2024-03-16,MIN,UTA,ROAD,31,4,5,9,2,1,0,1,6,0.167,0,0,nan,2,2,1.0,30,F-G,Starter,13,19,W
Naz Reid,1629675,2024-03-16,MIN,UTA,ROAD,35,22,12,5,2,2,0,7,18,0.389,4,11,0.364,4,5,0.8,24,C-F,Starter,28,17,W
Mikal Bridges,1628969,2024-03-16,BKN,IND,ROAD,29,7,7,4,0,0,1,1,8,0.125,1,4,0.25,4,4,1.0,27,G-F,Starter,29,-11,L
Cameron Johnson,1629661,2024-03-16,BKN,IND,ROAD,27,14,4,2,2,0,2,4,11,0.364,3,7,0.429,3,4,0.75,28,F,Starter,28,-14,L
Day'Ron Sharpe,1630549,2024-03-16,BKN,IND,ROAD,14,3,7,1,1,0,4,1,1,1.0,0,0,nan,1,3,0.333,22,C,Rotation,18,-6,L
Andrew Nembhard,1629614,2024-03-16,IND,BKN,HOME,32,7,2,3,1,0,1,3,5,0.6,1,3,0.333,0,1,0.0,24,G-F,Starter,8,16,W
Jalen Smith,1630188,2024-03-16,IND,BKN,HOME,19,9,5,0,0,0,0,4,8,0.5,1,3,0.333,0,0,nan,24,F-C,Rotation,10,-2,W
Deandre Ayton,1629028,2024-03-16,POR,NOP,ROAD,38,20,8,2,1,1,2,10,13,0.769,0,1,0.0,0,1,0.0,25,C,Starter,21,-5,L
Dalano Banton,1630625,2024-03-16,POR,NOP,ROAD,42,28,5,6,0,2,5,10,20,0.5,4,8,0.5,4,4,1.0,24,F,Starter,4,-22,L
Ibou Badji,1630641,2024-03-16,POR,NOP,ROAD,2,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,21,C,Bench,21,0,L
Justin Minaya,1631303,2024-03-16,POR,NOP,ROAD,2,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,nan,24,F,Bench,4,0,L
Alex Len,203458,2024-03-16,SAC,NYK,HOME,7,0,1,0,0,3,0,0,2,0.0,0,0,nan,0,0,nan,30,C,Bench,14,6,L
Kevin Huerter,1628989,2024-03-16,SAC,NYK,HOME,16,0,1,2,1,0,0,0,3,0.0,0,2,0.0,0,0,nan,25,G-F,Rotation,27,-1,L
Keon Ellis,1631165,2024-03-16,SAC,NYK,HOME,29,5,3,0,2,1,0,2,4,0.5,1,2,0.5,0,0,nan,24,G,Starter,1,-4,L
Aaron Wiggins,1630598,2024-03-16,OKC,MEM,ROAD,8,2,1,1,0,0,1,1,2,0.5,0,0,nan,0,0,nan,25,G,Bench,7,4,W
Walker Kessler,1631117,2024-03-16,UTA,MIN,HOME,30,7,10,0,0,1,0,3,4,0.75,0,0,nan,1,2,0.5,22,C,Starter,8,-19,L
DeJon Jarreau,1630610,2024-03-16,MEM,OKC,HOME,5,2,4,0,0,0,1,1,2,0.5,0,1,0.0,0,0,nan,26,G,Bench,22,0,L
GG Jackson,1641713,2024-03-16,MEM,OKC,HOME,35,19,4,4,0,1,0,5,14,0.357,2,8,0.25,7,8,0.875,19,F,Starter,17,-11,L
Anthony Gill,1630264,2024-03-16,WAS,CHI,ROAD,5,2,2,0,0,0,0,1,3,0.333,0,1,0.0,0,0,nan,31,F,Bench,26,-3,L
Justin Champagnie,1630551,2024-03-16,WAS,CHI,ROAD,25,11,7,3,1,3,2,4,9,0.444,3,6,0.5,0,0,nan,22,G-F,Starter,5,-15,L
Eugene Omoruyi,1630647,2024-03-16,WAS,CHI,ROAD,17,7,2,1,1,1,1,2,3,0.667,0,0,nan,3,6,0.5,27,F,Rotation,26,-17,L
Miles Bridges,1628970,2024-03-16,CHA,PHI,ROAD,39,14,9,6,1,0,3,5,15,0.333,1,6,0.167,3,4,0.75,26,F,Starter,16,-16,L
Grant Williams,1629684,2024-03-16,CHA,PHI,ROAD,27,14,3,1,1,1,2,6,10,0.6,2,4,0.5,0,0,nan,25,F,Starter,16,-17,L
Georges Niang,1627777,2024-03-16,CLE,HOU,ROAD,29,14,5,2,0,0,2,4,8,0.5,2,5,0.4,4,4,1.0,30,F,Starter,13,-17,L
Sam Merrill,1630241,2024-03-16,CLE,HOU,ROAD,28,11,8,2,0,1,1,3,5,0.6,3,5,0.6,2,2,1.0,27,G,Starter,17,2,L
Jonas Valančiūnas,202685,2024-03-16,NOP,POR,HOME,19,4,3,5,0,0,2,2,3,0.667,0,1,0.0,0,0,nan,31,C,Rotation,25,-12,W
Naji Marshall,1630230,2024-03-16,NOP,POR,HOME,23,11,5,2,1,0,0,5,7,0.714,1,1,1.0,0,0,nan,26,F,Starter,14,15,W
Jose Alvarado,1630631,2024-03-16,NOP,POR,HOME,31,7,1,4,2,0,1,2,7,0.286,1,2,0.5,2,2,1.0,25,G,Starter,9,23,W
Jordan Hawkins,1641722,2024-03-16,NOP,POR,HOME,5,0,0,1,0,0,0,0,2,0.0,0,2,0.0,0,0,nan,21,G,Bench,9,6,W
Ayo Dosunmu,1630245,2024-03-16,CHI,WAS,HOME,41,34,3,9,1,0,1,14,22,0.636,4,7,0.571,2,2,1.0,24,G,Starter,21,22,W
Anthony Davis,203076,2024-03-16,LAL,GSW,HOME,12,8,4,2,1,1,0,3,6,0.5,0,0,nan,2,2,1.0,31,F-C,Rotation,15,6,L
Spencer Dinwiddie,203915,2024-03-16,LAL,GSW,HOME,19,7,2,0,0,0,0,2,2,1.0,1,1,1.0,2,2,1.0,30,G,Rotation,25,5,L
Jaxson Hayes,1629637,2024-03-16,LAL,GSW,HOME,28,7,12,0,0,0,2,3,5,0.6,0,0,nan,1,3,0.333,23,C-F,Starter,14,-8,L
Mike Conley,201144,2024-03-16,MIN,UTA,ROAD,30,25,2,2,0,0,0,8,12,0.667,5,8,0.625,4,5,0.8,36,G,Starter,10,4,W
Monte Morris,1628420,2024-03-16,MIN,UTA,ROAD,10,2,0,0,0,0,1,1,1,1.0,0,0,nan,0,0,nan,28,G,Rotation,10,2,W
Anthony Edwards,1630162,2024-03-16,MIN,UTA,ROAD,35,31,10,5,3,3,4,12,20,0.6,5,7,0.714,2,3,0.667,22,G,Starter,10,16,W
Dennis Schröder,203471,2024-03-16,BKN,IND,ROAD,31,13,2,5,1,0,4,4,13,0.308,2,4,0.5,3,4,0.75,30,G,Starter,30,-14,L
Dorian Finney-Smith,1627827,2024-03-16,BKN,IND,ROAD,26,12,4,0,1,0,0,5,5,1.0,2,2,1.0,0,0,nan,30,F,Starter,28,-7,L
Lonnie Walker IV,1629022,2024-03-16,BKN,IND,ROAD,14,2,1,0,0,0,0,1,4,0.25,0,0,nan,0,0,nan,25,G-F,Rotation,29,-7,L
Jalen Wilson,1630592,2024-03-16,BKN,IND,ROAD,5,2,0,0,0,0,0,1,2,0.5,0,0,nan,0,0,nan,23,F,Bench,28,-7,L
Bojan Bogdanovic,202711,2024-03-16,NYK,SAC,ROAD,24,9,4,1,0,0,3,4,11,0.364,1,5,0.2,0,0,nan,34,F,Starter,27,7,W
Jalen Brunson,1628973,2024-03-16,NYK,SAC,ROAD,36,42,4,2,4,1,6,17,28,0.607,5,10,0.5,3,4,0.75,27,G,Starter,26,5,W
Donte DiVincenzo,1628978,2024-03-16,NYK,SAC,ROAD,30,15,2,2,1,0,0,5,16,0.313,3,12,0.25,2,3,0.667,27,G,Starter,26,-6,W
Obi Toppin,1630167,2024-03-16,IND,BKN,HOME,18,6,3,2,1,0,0,3,5,0.6,0,2,0.0,0,0,nan,26,F,Rotation,10,6,W
Aaron Nesmith,1630174,2024-03-16,IND,BKN,HOME,26,16,4,3,2,2,0,5,8,0.625,1,2,0.5,5,5,1.0,24,G-F,Starter,8,16,W
Isaiah Jackson,1630543,2024-03-16,IND,BKN,HOME,3,4,3,0,0,0,0,2,2,1.0,0,0,nan,0,0,nan,22,F,Bench,10,0,W
Mo Bamba,1628964,2024-03-16,PHI,CHA,HOME,28,3,8,0,1,1,3,1,2,0.5,1,2,0.5,0,0,nan,25,C,Starter,29,1,W
Scoot Henderson,1630703,2024-03-16,POR,NOP,ROAD,24,11,2,2,2,1,3,5,8,0.625,0,2,0.0,1,1,1.0,20,G,Starter,4,-23,L
De'Aaron Fox,1628368,2024-03-16,SAC,NYK,HOME,36,20,7,9,2,0,3,5,19,0.263,2,7,0.286,8,10,0.8,26,G,Starter,1,0,L
Kenrich Williams,1629026,2024-03-16,OKC,MEM,ROAD,13,6,3,1,1,1,0,2,4,0.5,2,4,0.5,0,0,nan,29,G-F,Rotation,6,18,W
Luguentz Dort,1629652,2024-03-16,OKC,MEM,ROAD,31,12,5,4,0,0,2,3,6,0.5,2,5,0.4,4,4,1.0,24,G,Starter,7,4,W
Jaylin Williams,1631119,2024-03-16,OKC,MEM,ROAD,8,0,1,0,1,0,0,0,1,0.0,0,0,nan,0,0,nan,21,F,Bench,19,-2,W
Jake LaRavia,1631222,2024-03-16,MEM,OKC,HOME,24,14,4,0,2,0,1,4,9,0.444,2,5,0.4,4,4,1.0,22,F,Starter,17,4,L
Bilal Coulibaly,1641731,2024-03-16,WAS,CHI,ROAD,30,15,8,2,1,0,2,5,9,0.556,1,3,0.333,4,8,0.5,19,G,Starter,19,-15,L
Aleksej Pokusevski,1630197,2024-03-16,CHA,PHI,ROAD,21,5,3,2,2,0,0,2,7,0.286,1,3,0.333,0,0,nan,22,F,Starter,16,-6,L
Tristan Thompson,202684,2024-03-16,CLE,HOU,ROAD,15,5,5,1,1,0,2,2,3,0.667,0,0,nan,1,2,0.5,33,C-F,Rotation,17,-6,L
Donovan Mitchell,1628378,2024-03-16,CLE,HOU,ROAD,26,13,3,2,1,0,2,4,13,0.308,3,8,0.375,2,2,1.0,27,G,Starter,17,-15,L
Jarrett Allen,1628386,2024-03-16,CLE,HOU,ROAD,26,10,7,0,0,3,3,4,7,0.571,0,0,nan,2,2,1.0,25,C,Starter,11,-14,L
Jordan McLaughlin,1629162,2024-03-16,MIN,UTA,ROAD,16,3,2,4,0,0,0,1,2,0.5,1,2,0.5,0,0,nan,27,G,Rotation,10,9,W
Keita Bates-Diop,1628966,2024-03-16,BKN,IND,ROAD,4,0,1,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,28,F,Bench,28,-3,L
Nicolas Batum,201587,2024-03-16,PHI,CHA,HOME,37,8,8,4,3,2,2,3,7,0.429,2,6,0.333,0,0,nan,35,G-F,Starter,3,23,W
Jabari Walker,1631133,2024-03-16,POR,NOP,ROAD,17,10,5,0,0,0,1,3,6,0.5,2,3,0.667,2,2,1.0,21,F,Rotation,4,-11,L
Davion Mitchell,1630558,2024-03-16,SAC,NYK,HOME,12,0,1,1,0,0,0,0,2,0.0,0,2,0.0,0,0,nan,25,G,Rotation,1,-7,L
Clint Capela,203991,2024-03-15,ATL,UTA,ROAD,32,10,15,4,0,2,1,4,8,0.5,0,0,nan,2,4,0.5,29,C,Starter,16,0,L
Jonas Valančiūnas,202685,2024-03-15,NOP,LAC,HOME,18,4,6,0,0,0,0,1,6,0.167,0,1,0.0,2,2,1.0,31,C,Rotation,15,-2,W
Larry Nance Jr.,1626204,2024-03-15,NOP,LAC,HOME,28,12,4,3,0,0,0,4,6,0.667,0,1,0.0,4,4,1.0,31,F-C,Starter,20,9,W
Zion Williamson,1629627,2024-03-15,NOP,LAC,HOME,35,34,7,4,3,1,3,14,21,0.667,0,0,nan,6,10,0.6,23,F,Starter,5,11,W
Jose Alvarado,1630631,2024-03-15,NOP,LAC,HOME,15,9,0,0,1,0,0,3,5,0.6,3,5,0.6,0,0,nan,25,G,Rotation,14,5,W
Julian Strawther,1631124,2024-03-15,DEN,SAS,ROAD,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,21,G,Bench,28,-2,W
Mason Plumlee,203486,2024-03-15,LAC,NOP,ROAD,6,3,2,0,0,0,1,1,1,1.0,0,0,nan,1,1,1.0,34,F-C,Bench,6,7,L
Norman Powell,1626181,2024-03-15,LAC,NOP,ROAD,26,15,0,1,1,0,1,4,9,0.444,2,6,0.333,5,5,1.0,30,G,Starter,4,-11,L
Jimmy Butler III,202710,2024-03-15,MIA,DET,ROAD,31,14,4,3,2,0,1,5,11,0.455,0,1,0.0,4,5,0.8,34,F,Starter,23,18,W
Terry Rozier,1626179,2024-03-15,MIA,DET,ROAD,34,18,5,1,1,1,0,5,15,0.333,0,5,0.0,8,11,0.727,30,G,Starter,20,1,W
Bam Adebayo,1628389,2024-03-15,MIA,DET,ROAD,29,22,9,2,2,3,0,10,14,0.714,1,1,1.0,1,3,0.333,26,C-F,Starter,21,17,W
Jamal Cain,1631288,2024-03-15,MIA,DET,ROAD,1,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,nan,25,F,Bench,23,-2,W
